Geneid,SRR1039508,SRR1039509,SRR1039512,SRR1039513,SRR1039516,SRR1039517,SRR1039520,SRR1039521
ENSG00000276087,0,1,0,0,0,2,1,0
ENSG00000276088,0,0,0,0,0,0,0,0
ENSG00000276089,0,0,0,0,0,0,0,0
ENSG00000276092,0,0,1,0,0,0,0,0
ENSG00000276093,0,0,0,0,0,0,0,0
ENSG00000276094,1,0,0,0,0,0,0,0
ENSG00000276095,0,0,0,0,0,0,0,0
ENSG00000276096,2,1,4,1,2,5,3,0
ENSG00000276097,0,0,0,0,0,0,0,0
ENSG00000276098,0,0,0,0,0,0,0,0
ENSG00000276100,0,0,0,0,0,0,0,0
ENSG00000276101,0,0,0,0,0,0,0,0
ENSG00000276102,0,0,0,0,0,0,0,0
ENSG00000276103,0,1,0,0,0,0,1,0
ENSG00000276105,0,0,0,0,0,0,0,0
ENSG00000276107,64,72,157,211,106,435,83,278
ENSG00000276109,0,0,0,0,0,0,0,0
ENSG00000276110,0,1,0,0,0,0,0,0
ENSG00000276115,3,1,4,5,8,11,0,2
ENSG00000276116,9,7,13,3,9,6,7,6
ENSG00000276118,0,0,0,0,0,0,0,0
ENSG00000276119,0,0,0,0,0,0,0,0
ENSG00000276121,0,0,0,0,0,0,0,0
ENSG00000276122,0,0,0,0,0,0,0,0
ENSG00000276123,0,0,0,0,0,0,0,0
ENSG00000276124,0,0,1,0,0,1,0,0
ENSG00000276127,0,0,0,0,0,0,0,0
ENSG00000276128,0,0,0,0,0,0,0,0
ENSG00000276131,0,0,0,0,0,0,0,0
ENSG00000276136,1,1,2,2,4,1,1,1
ENSG00000276137,0,0,0,0,0,0,0,0
ENSG00000276138,0,0,0,0,0,0,0,0
ENSG00000276140,0,0,0,0,0,0,0,0
ENSG00000276141,0,0,0,0,0,2,0,1
ENSG00000276147,0,0,0,0,0,0,0,0
ENSG00000276148,5,6,4,4,8,4,5,5
ENSG00000276149,0,0,0,0,0,0,0,0
ENSG00000276150,0,0,0,0,0,0,0,0
ENSG00000276156,0,0,0,0,0,0,0,0
ENSG00000276158,0,0,0,0,0,0,0,0
ENSG00000276160,0,0,0,0,0,0,0,0
ENSG00000276161,0,0,0,0,0,0,0,0
ENSG00000276162,0,0,0,0,0,0,0,0
ENSG00000276164,0,0,0,0,0,0,0,0
ENSG00000276166,0,2,1,0,3,0,3,1
ENSG00000276168,178,83,48,20,42,30,19,36
ENSG00000276169,0,1,0,0,0,0,1,0
ENSG00000276170,0,0,0,0,0,0,0,0
ENSG00000276172,0,0,0,0,0,0,0,0
ENSG00000276174,3,1,3,2,2,6,3,1
ENSG00000276176,0,0,0,0,0,0,0,0
ENSG00000276178,0,0,0,0,0,0,0,0
ENSG00000276179,0,0,0,0,0,0,0,0
ENSG00000276180,2,3,2,3,3,0,1,1
ENSG00000276181,0,0,0,0,0,0,0,0
ENSG00000276183,0,0,0,0,0,0,0,0
ENSG00000276185,0,0,0,0,0,0,0,0
ENSG00000276188,0,2,0,3,1,2,1,1
ENSG00000276189,0,0,0,0,0,0,0,0
ENSG00000276193,0,0,0,0,0,0,0,0
ENSG00000276197,0,0,0,0,0,0,0,0
ENSG00000276200,0,0,0,0,0,0,0,0
ENSG00000276202,0,0,0,0,0,0,0,0
ENSG00000276203,0,0,0,0,0,0,0,0
ENSG00000276204,0,0,0,0,0,0,0,0
ENSG00000276205,0,0,0,0,0,0,0,0
ENSG00000276206,0,0,0,0,0,0,0,0
ENSG00000276208,0,0,0,0,0,0,0,0
ENSG00000276210,0,0,0,0,0,0,0,0
ENSG00000276213,0,0,0,0,0,0,0,0
ENSG00000276214,0,0,0,0,0,0,0,0
ENSG00000276216,1,1,3,1,1,1,1,0
ENSG00000276221,0,0,0,0,0,0,0,0
ENSG00000276223,10,3,24,6,11,3,10,6
ENSG00000276225,0,0,0,0,0,0,0,0
ENSG00000276229,0,0,0,0,0,0,0,0
ENSG00000276231,0,0,0,0,0,0,0,0
ENSG00000276232,0,0,0,0,0,0,0,0
ENSG00000276233,0,0,0,0,0,0,0,0
ENSG00000276234,18,11,18,12,13,37,15,14
ENSG00000276240,0,0,0,0,0,0,0,0
ENSG00000276241,0,0,0,0,0,0,0,0
ENSG00000276248,35,26,53,20,56,76,37,33
ENSG00000276250,1,0,4,1,3,2,1,1
ENSG00000276251,2,2,9,2,1,0,0,3
ENSG00000276255,1,0,1,0,2,5,1,0
ENSG00000276256,0,0,0,0,0,0,0,0
ENSG00000276257,0,0,0,0,0,0,0,0
ENSG00000276259,0,0,0,0,0,0,0,0
ENSG00000276261,1,0,0,0,4,2,4,0
ENSG00000276266,0,0,0,0,0,0,0,0
ENSG00000276269,0,0,0,0,0,0,0,0
ENSG00000276270,0,0,0,0,0,0,0,0
ENSG00000276272,0,0,0,0,0,0,0,0
ENSG00000276277,0,0,0,0,0,0,0,0
ENSG00000276278,0,0,0,0,0,0,0,0
ENSG00000276281,0,0,0,0,0,0,1,0
ENSG00000276282,0,0,1,1,0,1,2,0
ENSG00000276289,2,1,3,1,1,3,2,5
ENSG00000276290,0,0,0,0,0,0,0,0
ENSG00000276291,2,4,7,2,5,4,4,7
ENSG00000276292,1,1,0,0,1,2,0,1
ENSG00000276293,1,0,0,0,0,0,0,0
ENSG00000276294,0,0,0,0,0,0,0,0
ENSG00000276298,1,0,0,0,1,0,1,0
ENSG00000276302,1,1,4,1,3,1,2,2
ENSG00000276304,0,0,0,0,0,0,0,0
ENSG00000276308,0,0,0,0,0,0,0,0
ENSG00000276309,0,0,0,0,0,0,0,0
ENSG00000276311,0,0,0,0,0,0,0,0
ENSG00000276312,0,0,0,0,0,0,0,0
ENSG00000276314,0,0,0,0,0,0,0,0
ENSG00000276316,0,0,0,0,0,0,0,0
ENSG00000276317,8,3,20,11,15,11,7,4
ENSG00000276318,0,0,0,0,0,0,0,0
ENSG00000276319,0,0,0,0,0,0,0,0
ENSG00000276326,0,0,0,0,0,0,0,0
ENSG00000276332,0,0,0,0,0,0,0,0
ENSG00000276334,30,29,37,29,23,42,18,25
ENSG00000276337,2,0,0,0,0,1,1,0
ENSG00000276345,0,0,0,0,0,0,0,0
ENSG00000276348,0,0,0,0,0,0,0,0
ENSG00000276350,0,0,0,0,0,0,0,0
ENSG00000276351,0,0,0,0,0,0,0,0
ENSG00000276352,0,0,0,0,0,0,0,0
ENSG00000276353,0,0,0,0,0,0,0,0
ENSG00000276359,0,0,0,0,0,0,0,0
ENSG00000276362,0,0,0,0,0,0,0,0
ENSG00000276365,2,5,1,3,2,3,1,2
ENSG00000276366,0,0,0,0,0,0,0,0
ENSG00000276368,0,0,0,0,0,0,0,1
ENSG00000276375,1,0,0,0,0,0,0,0
ENSG00000276376,0,0,0,0,0,0,0,0
ENSG00000276380,1,0,0,0,0,0,0,1
ENSG00000276384,1,1,2,0,2,3,0,2
ENSG00000276385,0,0,0,0,0,0,0,0
ENSG00000276386,8,9,21,20,0,1,29,24
ENSG00000276388,0,0,0,0,0,0,0,0
ENSG00000276390,0,2,1,0,0,2,1,0
ENSG00000276391,0,0,0,0,0,0,0,0
ENSG00000276393,0,0,0,0,0,0,1,0
ENSG00000276396,0,0,0,0,0,0,0,0
ENSG00000276397,0,0,0,0,0,0,0,0
ENSG00000276398,0,0,0,0,0,0,0,0
ENSG00000276399,0,0,0,0,0,0,0,0
ENSG00000276400,0,0,0,0,0,0,0,0
ENSG00000276403,0,0,0,0,0,0,0,1
ENSG00000276404,1,3,2,0,2,1,0,0
ENSG00000276405,0,0,0,0,0,0,0,0
ENSG00000276406,0,1,0,0,0,0,0,0
ENSG00000276407,0,0,0,0,0,0,0,0
ENSG00000276408,2,0,0,0,0,2,1,1
ENSG00000276409,0,0,0,0,0,0,0,0
ENSG00000276410,1,1,1,0,0,0,0,0
ENSG00000276411,0,0,0,0,0,0,0,0
ENSG00000276412,0,0,0,0,1,0,0,1
ENSG00000276413,0,0,0,0,0,0,0,0
ENSG00000276417,6,3,9,1,1,5,5,1
ENSG00000276418,0,0,0,0,0,0,0,0
ENSG00000276422,0,0,0,0,0,0,0,0
ENSG00000276426,0,0,0,0,0,0,0,0
ENSG00000276427,0,0,0,0,0,0,0,0
ENSG00000276428,0,0,0,0,0,0,0,0
ENSG00000276430,0,0,0,0,0,0,0,0
ENSG00000276431,0,0,0,0,0,0,0,0
ENSG00000276434,1,0,1,0,1,1,1,0
ENSG00000276436,0,1,1,0,0,2,0,0
ENSG00000276442,0,0,0,0,0,0,0,0
ENSG00000276445,1,1,1,1,3,5,3,0
ENSG00000276449,3,3,9,4,9,5,2,8
ENSG00000276454,0,0,0,0,0,0,0,0
ENSG00000276457,0,0,0,0,0,0,0,0
ENSG00000276460,0,0,0,0,0,0,0,0
ENSG00000276462,0,0,0,0,0,0,0,2
ENSG00000276467,0,0,0,0,0,0,0,0
ENSG00000276470,0,0,0,0,0,0,0,0
ENSG00000276471,0,0,0,0,0,0,0,0
ENSG00000276473,0,0,0,0,1,0,0,0
ENSG00000276474,0,0,0,0,0,0,0,0
ENSG00000276475,0,0,0,0,0,0,0,0
ENSG00000276476,4,3,6,1,3,2,0,0
ENSG00000276478,0,0,0,0,0,0,0,0
ENSG00000276479,0,0,0,0,0,0,0,0
ENSG00000276484,0,0,0,0,0,0,0,0
ENSG00000276486,0,0,0,0,0,0,0,0
ENSG00000276487,0,0,0,0,0,0,0,0
ENSG00000276488,6,3,5,1,14,12,5,2
ENSG00000276489,0,0,0,0,0,0,0,0
ENSG00000276490,0,0,0,0,0,0,0,0
ENSG00000276493,0,2,0,1,0,0,1,0
ENSG00000276494,0,0,0,0,0,0,0,0
ENSG00000276496,0,0,0,0,0,0,0,0
ENSG00000276500,0,0,0,0,0,0,0,0
ENSG00000276502,0,0,0,0,0,0,0,0
ENSG00000276505,3,3,1,1,3,1,0,0
ENSG00000276507,0,0,0,0,0,0,0,0
ENSG00000276508,0,0,0,0,0,0,0,0
ENSG00000276509,0,0,0,1,1,1,0,0
ENSG00000276514,0,0,0,0,0,0,0,0
ENSG00000276517,6,12,9,9,10,16,9,6
ENSG00000276519,0,0,0,0,0,0,0,0
ENSG00000276520,0,0,0,0,0,0,0,0
ENSG00000276521,0,0,0,0,0,0,0,0
ENSG00000276522,0,0,0,0,0,0,0,0
ENSG00000276523,12,15,13,2,9,7,8,6
ENSG00000276524,0,0,0,0,0,1,1,1
ENSG00000276525,0,0,0,0,0,0,0,0
ENSG00000276527,0,0,0,2,0,4,0,1
ENSG00000276528,0,0,0,0,0,0,0,0
ENSG00000276529,6,9,10,16,13,56,7,16
ENSG00000276530,0,0,0,0,0,0,0,0
ENSG00000276531,0,0,0,0,0,0,0,0
ENSG00000276532,0,0,2,0,0,0,0,0
ENSG00000276533,1,1,1,0,1,2,4,1
ENSG00000276535,1,0,1,0,0,0,0,1
ENSG00000276538,0,0,0,0,0,0,0,0
ENSG00000276540,0,0,0,0,0,0,0,0
ENSG00000276542,0,1,2,1,0,0,1,0
ENSG00000276544,0,0,0,0,0,0,0,0
ENSG00000276545,5,3,9,0,6,8,3,1
ENSG00000276546,0,0,0,0,0,0,0,0
ENSG00000276547,454,386,885,421,381,426,454,518
ENSG00000276548,0,0,0,0,0,0,0,0
ENSG00000276550,1,0,1,1,0,0,0,0
ENSG00000276556,0,0,0,0,0,0,0,0
ENSG00000276557,0,0,0,0,0,0,0,0
ENSG00000276562,0,0,0,0,0,0,0,0
ENSG00000276563,0,0,1,0,0,0,0,0
ENSG00000276564,0,5,2,3,0,0,0,2
ENSG00000276566,0,0,0,0,0,0,0,0
ENSG00000276568,0,0,0,0,0,0,0,0
ENSG00000276569,0,0,0,0,0,1,0,0
ENSG00000276570,19,22,20,7,27,24,19,15
ENSG00000276571,0,5,2,2,0,1,2,4
ENSG00000276573,1,0,1,0,0,0,0,0
ENSG00000276575,1,0,0,1,0,1,0,2
ENSG00000276576,0,0,0,0,0,0,0,0
ENSG00000276577,0,0,0,0,0,0,0,0
ENSG00000276578,0,2,1,2,4,0,0,2
ENSG00000276580,0,0,0,0,0,0,0,0
ENSG00000276581,0,0,0,0,0,0,0,0
ENSG00000276584,0,0,0,0,0,0,1,0
ENSG00000276586,0,0,0,0,0,0,0,0
ENSG00000276588,0,0,1,0,1,1,0,0
ENSG00000276592,0,0,0,0,0,0,0,0
ENSG00000276593,0,1,1,1,0,2,2,1
ENSG00000276596,0,0,0,0,0,0,0,0
ENSG00000276597,0,0,1,0,0,0,0,0
ENSG00000276598,0,1,0,0,0,1,1,1
ENSG00000276599,0,0,0,0,0,0,0,0
ENSG00000276600,540,133,570,86,450,195,454,98
ENSG00000276601,0,0,0,0,0,0,0,0
ENSG00000276603,8,8,5,2,9,11,2,5
ENSG00000276605,0,0,0,0,0,0,0,0
ENSG00000276609,0,0,0,0,0,0,0,0
ENSG00000276610,0,0,0,0,0,0,0,0
ENSG00000276620,1,0,0,0,0,0,0,0
ENSG00000276622,0,0,0,0,0,0,0,0
ENSG00000276623,0,0,0,0,0,0,0,0
ENSG00000276626,0,0,0,0,0,0,0,0
ENSG00000276627,0,0,0,0,0,0,0,0
ENSG00000276631,0,0,0,0,0,0,1,0
ENSG00000276632,0,0,0,0,0,0,0,0
ENSG00000276633,2,1,7,4,3,0,1,0
ENSG00000276637,0,0,0,0,0,0,0,0
ENSG00000276638,0,0,0,0,0,0,0,0
ENSG00000276639,0,0,0,0,0,0,0,0
ENSG00000276641,1,1,2,0,4,2,0,0
ENSG00000276642,0,0,0,0,0,0,0,0
ENSG00000276643,0,0,0,0,0,0,0,0
ENSG00000276644,13,2,1,0,7,0,1,0
ENSG00000276645,0,0,0,0,0,0,0,0
ENSG00000276647,0,0,0,0,0,0,0,0
ENSG00000276649,7,4,18,4,9,13,10,7
ENSG00000276650,0,0,0,0,0,0,0,0
ENSG00000276651,1,0,4,1,3,1,1,5
ENSG00000276653,0,0,0,0,0,0,0,0
ENSG00000276656,0,0,0,0,0,0,0,0
ENSG00000276662,1,0,0,0,1,1,0,0
ENSG00000276663,2,1,3,0,5,2,3,4
ENSG00000276664,0,0,0,0,0,0,0,0
ENSG00000276667,1,0,0,0,0,0,0,0
ENSG00000276668,1,0,0,0,1,4,0,3
ENSG00000276669,0,0,0,0,0,0,0,0
ENSG00000276670,0,0,0,0,0,0,0,0
ENSG00000276672,5,2,5,2,3,6,4,6
ENSG00000276673,0,0,0,0,0,0,0,0
ENSG00000276674,0,0,0,0,0,0,0,0
ENSG00000276675,0,0,0,0,0,0,0,0
ENSG00000276678,0,0,0,0,0,0,0,0
ENSG00000276680,0,0,0,0,0,0,0,0
ENSG00000276685,0,0,0,0,0,0,0,0
ENSG00000276687,0,0,0,0,1,0,0,0
ENSG00000276688,0,0,0,0,0,0,0,0
ENSG00000276689,0,0,0,0,0,0,0,0
ENSG00000276690,0,0,0,0,0,0,0,0
ENSG00000276691,2,7,3,5,6,3,5,4
ENSG00000276693,0,0,0,0,0,0,0,0
ENSG00000276696,0,0,0,0,0,0,1,0
ENSG00000276698,15,7,9,2,7,6,7,3
ENSG00000276699,0,0,0,0,0,0,0,0
ENSG00000276700,0,0,0,0,0,0,0,0
ENSG00000276702,0,0,0,1,1,1,0,0
ENSG00000276703,0,0,0,0,0,0,0,0
ENSG00000276704,0,0,1,0,1,3,0,0
ENSG00000276706,0,0,0,0,0,0,0,0
ENSG00000276707,0,0,0,0,0,0,0,0
ENSG00000276710,4,7,6,2,7,2,4,3
ENSG00000276711,0,0,0,0,0,0,0,0
ENSG00000276712,0,1,1,0,0,3,1,1
ENSG00000276713,0,0,0,0,0,0,0,0
ENSG00000276715,0,0,0,0,0,0,0,0
ENSG00000276717,0,0,1,0,0,0,0,0
ENSG00000276718,10,5,3,2,5,8,8,3
ENSG00000276721,0,0,0,0,0,0,0,0
ENSG00000276722,0,0,0,0,0,0,0,0
ENSG00000276723,0,0,0,0,0,0,0,0
ENSG00000276724,0,0,0,0,0,0,0,0
ENSG00000276727,1,0,0,0,1,0,2,0
ENSG00000276728,12,11,18,9,14,13,19,9
ENSG00000276729,0,0,0,0,0,0,0,0
ENSG00000276730,0,0,0,0,0,0,0,0
ENSG00000276733,0,0,0,0,0,0,0,0
ENSG00000276735,2,0,0,0,1,1,0,0
ENSG00000276738,0,0,0,0,0,0,0,0
ENSG00000276740,1,1,0,0,2,1,0,1
ENSG00000276742,0,0,1,0,4,4,2,1
ENSG00000276744,4,5,0,0,0,4,5,2
ENSG00000276746,0,0,0,0,0,0,0,0
ENSG00000276747,0,0,0,0,0,0,0,0
ENSG00000276753,0,0,0,0,0,0,0,1
ENSG00000276754,2,0,1,1,0,0,1,0
ENSG00000276755,0,0,0,0,0,0,0,0
ENSG00000276756,0,0,0,0,0,0,0,0
ENSG00000276757,1,1,1,0,1,1,0,1
ENSG00000276758,0,0,0,0,0,0,0,0
ENSG00000276759,0,0,0,0,0,0,0,0
ENSG00000276760,0,0,0,0,0,0,0,0
ENSG00000276763,0,0,0,0,0,0,0,1
ENSG00000276764,0,0,0,0,0,0,0,0
ENSG00000276765,0,0,0,0,0,0,0,0
ENSG00000276768,0,0,0,0,3,0,0,0
ENSG00000276769,0,0,0,0,0,0,0,0
ENSG00000276770,0,1,0,0,0,1,0,0
ENSG00000276771,0,0,0,0,0,0,0,0
ENSG00000276772,0,0,0,0,0,0,0,0
ENSG00000276775,0,0,0,0,0,0,0,0
ENSG00000276778,0,0,1,0,0,0,0,0
ENSG00000276782,0,0,0,0,0,0,0,0
ENSG00000276784,0,0,0,0,0,0,0,0
ENSG00000276786,0,0,0,0,0,0,0,0
ENSG00000276788,0,0,0,0,0,0,0,0
ENSG00000276789,0,0,0,0,0,0,0,0
ENSG00000276790,0,0,0,0,0,0,0,0
ENSG00000276791,9,6,16,7,16,9,3,6
ENSG00000276800,0,0,0,0,0,0,0,0
ENSG00000276805,0,0,0,0,0,0,0,0
ENSG00000276807,1,0,0,0,0,0,0,0
ENSG00000276809,1,0,1,2,0,4,2,2
ENSG00000276810,0,0,0,0,0,0,0,0
ENSG00000276819,0,0,0,0,0,0,0,0
ENSG00000276822,0,0,0,0,1,0,0,0
ENSG00000276823,0,0,0,0,0,0,0,0
ENSG00000276824,0,0,0,0,0,0,0,0
ENSG00000276828,0,0,0,0,0,0,0,0
ENSG00000276829,0,0,0,0,0,0,0,0
ENSG00000276830,1,3,2,2,1,1,1,1
ENSG00000276831,0,0,1,0,0,0,0,0
ENSG00000276832,0,0,0,0,0,0,0,1
ENSG00000276835,0,0,0,0,0,0,0,0
ENSG00000276839,0,0,0,0,0,0,0,0
ENSG00000276840,0,0,0,0,0,0,0,0
ENSG00000276841,0,0,0,0,0,0,0,0
ENSG00000276842,2,0,1,0,0,0,0,0
ENSG00000276844,0,0,0,0,0,0,0,0
ENSG00000276845,0,0,0,0,0,0,0,0
ENSG00000276846,3,2,9,4,5,3,4,6
ENSG00000276850,0,0,0,0,1,0,1,1
ENSG00000276851,0,2,1,1,1,0,0,0
ENSG00000276853,0,0,0,0,1,0,0,0
ENSG00000276854,0,0,0,0,0,0,0,0
ENSG00000276855,121,94,126,74,129,164,43,82
ENSG00000276857,0,0,0,0,0,0,0,0
ENSG00000276859,0,0,0,0,0,0,0,0
ENSG00000276861,0,0,0,0,0,0,0,0
ENSG00000276863,0,1,0,0,0,1,1,1
ENSG00000276866,0,0,0,0,0,0,0,0
ENSG00000276867,0,1,0,0,0,0,0,0
ENSG00000276868,0,0,2,0,2,1,3,0
ENSG00000276869,0,0,0,0,0,0,0,0
ENSG00000276871,0,0,0,0,0,0,0,0
ENSG00000276872,0,0,0,0,0,0,0,0
ENSG00000276873,0,0,0,0,0,0,0,0
ENSG00000276874,0,0,0,0,0,0,0,0
ENSG00000276878,0,0,0,0,0,0,0,0
ENSG00000276884,0,0,0,0,0,0,0,0
ENSG00000276888,0,0,0,0,0,0,0,0
ENSG00000276890,0,0,0,0,0,0,0,0
ENSG00000276891,0,0,0,0,0,0,0,0
ENSG00000276892,0,0,0,0,0,0,0,0
ENSG00000276894,0,0,0,0,0,0,0,0
ENSG00000276897,0,0,0,0,0,0,0,0
ENSG00000276898,0,0,0,0,0,0,0,0
ENSG00000276900,4,6,14,2,12,8,10,2
ENSG00000276902,0,0,0,0,0,0,0,0
ENSG00000276903,1,1,0,0,0,0,0,0
ENSG00000276904,0,0,0,0,0,0,0,0
ENSG00000276908,0,0,0,0,0,0,0,0
ENSG00000276915,0,0,0,0,0,0,0,0
ENSG00000276916,7,6,8,2,12,14,5,6
ENSG00000276917,0,0,0,0,0,0,0,0
ENSG00000276918,0,0,0,0,0,0,0,0
ENSG00000276919,0,0,0,0,0,0,0,0
ENSG00000276923,0,0,1,0,0,0,0,0
ENSG00000276925,0,0,0,0,0,0,0,0
ENSG00000276926,0,0,1,0,1,0,0,0
ENSG00000276928,0,0,0,0,0,0,0,0
ENSG00000276929,0,0,0,0,0,0,0,0
ENSG00000276931,3,1,2,0,3,2,0,0
ENSG00000276932,0,0,0,0,0,0,0,0
ENSG00000276934,0,2,0,0,1,0,0,1
ENSG00000276940,0,0,0,0,0,0,0,0
ENSG00000276941,0,0,0,0,0,0,0,0
ENSG00000276945,2,0,5,4,2,6,3,2
ENSG00000276949,0,0,0,0,0,0,0,0
ENSG00000276950,0,0,0,0,0,0,0,0
ENSG00000276951,0,0,0,0,0,0,0,0
ENSG00000276952,6,6,13,3,6,10,11,15
ENSG00000276953,0,0,0,0,0,3,0,1
ENSG00000276955,0,0,0,0,0,0,0,0
ENSG00000276956,0,0,0,0,0,0,0,0
ENSG00000276957,6,1,5,6,1,3,5,6
ENSG00000276958,0,0,0,0,0,0,0,0
ENSG00000276960,0,0,0,0,0,0,0,0
ENSG00000276961,0,0,0,0,0,0,0,0
ENSG00000276963,1,0,0,0,1,0,0,0
ENSG00000276964,0,0,0,0,0,0,0,0
ENSG00000276965,0,0,0,0,0,0,0,0
ENSG00000276966,3,6,3,0,0,1,2,3
ENSG00000276968,1,1,1,1,3,2,1,2
ENSG00000276972,0,0,0,0,0,0,0,2
ENSG00000276975,34,37,47,22,50,41,24,27
ENSG00000276980,0,0,0,0,0,0,0,0
ENSG00000276984,0,0,0,0,0,0,0,0
ENSG00000276988,1,0,1,0,0,0,0,0
ENSG00000276991,0,0,0,0,0,0,0,0
ENSG00000276992,0,0,0,0,0,0,0,0
ENSG00000276993,0,0,0,0,0,0,0,0
ENSG00000276997,1,1,2,1,3,1,1,2
ENSG00000276998,0,0,0,0,0,0,0,0
ENSG00000277000,0,0,0,0,0,0,0,0
ENSG00000277001,0,0,0,0,0,0,0,0
ENSG00000277003,0,0,0,0,0,0,0,0
ENSG00000277004,0,0,0,0,0,0,0,0
ENSG00000277007,9,6,8,7,15,11,12,8
ENSG00000277008,0,0,0,0,0,0,0,0
ENSG00000277009,0,0,0,0,0,0,0,0
ENSG00000277011,0,0,0,0,0,0,0,0
ENSG00000277013,0,0,0,0,0,0,0,1
ENSG00000277014,0,0,0,0,0,0,0,0
ENSG00000277017,0,0,0,0,0,0,0,0
ENSG00000277020,1,0,6,0,2,1,0,1
ENSG00000277022,0,0,0,0,0,0,0,0
ENSG00000277024,0,0,0,0,0,0,0,0
ENSG00000277027,22,0,0,0,12,4,0,2
ENSG00000277029,0,0,0,0,0,0,0,0
ENSG00000277030,0,0,0,0,0,0,0,0
ENSG00000277031,0,0,0,0,0,0,0,0
ENSG00000277034,0,0,0,0,0,0,0,0
ENSG00000277035,0,0,0,0,0,0,0,0
ENSG00000277039,0,0,2,0,0,0,1,1
ENSG00000277040,0,0,0,0,0,0,0,0
ENSG00000277041,0,1,0,0,0,0,0,0
ENSG00000277043,0,0,0,0,0,0,0,0
ENSG00000277047,0,0,0,0,0,0,0,0
ENSG00000277049,0,0,1,0,0,0,0,0
ENSG00000277051,3,4,0,0,0,2,0,1
ENSG00000277052,0,2,0,0,0,0,0,0
ENSG00000277053,0,0,0,0,0,0,0,0
ENSG00000277056,0,0,0,0,0,0,0,0
ENSG00000277057,0,0,0,0,0,0,0,0
ENSG00000277058,0,0,0,0,0,0,0,0
ENSG00000277062,0,0,0,0,0,0,0,0
ENSG00000277063,0,0,0,0,0,0,0,0
ENSG00000277066,0,0,0,0,0,0,0,0
ENSG00000277067,0,0,0,0,0,0,0,0
ENSG00000277072,0,0,0,0,0,0,0,0
ENSG00000277073,0,0,0,0,0,0,0,0
ENSG00000277075,1,1,3,3,4,4,0,0
ENSG00000277081,0,0,0,0,0,0,0,0
ENSG00000277083,0,0,0,0,0,0,0,0
ENSG00000277084,0,0,0,0,0,0,0,0
ENSG00000277087,0,1,2,0,1,0,1,0
ENSG00000277089,0,0,0,0,0,0,0,0
ENSG00000277095,0,0,0,0,0,0,0,0
ENSG00000277096,0,0,0,0,0,0,0,0
ENSG00000277099,0,0,0,0,0,0,0,0
ENSG00000277103,1,0,1,0,0,0,1,0
ENSG00000277108,0,0,0,0,0,0,0,0
ENSG00000277109,0,0,0,0,0,0,0,0
ENSG00000277112,0,0,0,0,0,0,0,0
ENSG00000277117,2,0,3,0,4,2,1,0
ENSG00000277118,0,0,0,0,0,0,0,0
ENSG00000277119,0,0,0,0,0,0,0,0
ENSG00000277120,0,0,0,0,0,0,0,0
ENSG00000277124,0,0,0,0,0,0,0,0
ENSG00000277125,0,0,0,0,0,0,0,0
ENSG00000277127,0,0,0,0,0,1,0,0
ENSG00000277128,6,6,1,1,0,2,4,2
ENSG00000277129,0,0,0,0,0,0,0,0
ENSG00000277130,2,1,1,1,2,3,1,0
ENSG00000277133,0,0,0,0,0,0,0,0
ENSG00000277135,2,4,6,2,8,9,2,4
ENSG00000277136,0,0,0,0,0,0,0,0
ENSG00000277138,0,0,1,0,0,0,0,0
ENSG00000277141,0,0,0,0,0,0,0,0
ENSG00000277142,0,0,0,0,0,0,0,0
ENSG00000277143,1,0,0,0,0,0,0,0
ENSG00000277144,1,0,2,0,2,5,1,3
ENSG00000277146,0,0,0,0,0,0,0,1
ENSG00000277147,0,0,0,0,0,0,0,0
ENSG00000277149,18,12,27,19,26,31,15,20
ENSG00000277150,1,2,3,2,3,3,5,2
ENSG00000277151,2,2,0,1,2,0,1,2
ENSG00000277152,6,7,8,6,13,20,3,6
ENSG00000277156,3,3,2,2,4,4,4,3
ENSG00000277157,0,0,1,1,1,2,1,0
ENSG00000277159,15,14,11,9,5,15,14,6
ENSG00000277161,0,0,0,1,2,0,0,0
ENSG00000277162,0,0,0,0,0,0,0,0
ENSG00000277168,0,0,0,0,0,0,0,0
ENSG00000277170,0,0,0,0,0,0,0,0
ENSG00000277171,0,0,0,0,0,0,0,0
ENSG00000277172,0,0,0,0,0,0,0,0
ENSG00000277173,1,2,1,0,0,0,0,0
ENSG00000277174,0,0,0,0,0,0,0,0
ENSG00000277182,0,0,0,0,0,0,0,0
ENSG00000277184,0,0,0,0,0,0,0,0
ENSG00000277186,1,1,1,0,0,0,2,3
ENSG00000277188,0,0,1,0,0,0,0,0
ENSG00000277191,0,0,0,0,0,0,0,0
ENSG00000277194,0,0,0,0,0,0,0,0
ENSG00000277196,0,0,0,0,0,0,0,0
ENSG00000277198,0,0,0,0,0,0,0,0
ENSG00000277199,0,0,0,0,0,0,0,0
ENSG00000277200,0,0,0,1,0,0,0,1
ENSG00000277202,0,0,0,0,0,0,0,0
ENSG00000277206,0,0,0,0,0,0,0,0
ENSG00000277209,0,0,0,0,0,0,0,0
ENSG00000277210,0,0,0,0,1,1,0,0
ENSG00000277211,0,0,0,0,0,0,0,0
ENSG00000277213,0,0,0,0,0,0,0,0
ENSG00000277214,3,7,11,2,3,5,6,5
ENSG00000277215,13,9,6,8,6,11,10,16
ENSG00000277217,0,0,0,0,0,0,0,0
ENSG00000277218,4,0,3,2,7,0,4,2
ENSG00000277223,0,0,0,0,0,0,0,0
